ano_calendario,idade,coorte_nascimento,qx_projetado,improvement_anual_pct,improvement_acumulado_pct,modelo_origem
2030,46,1984,0.0015385,8.4641,54.8846,Baseline
2030,47,1983,0.0015971,8.736,56.0768,Baseline
2030,48,1982,0.0016717,8.9588,57.0324,Baseline
2030,49,1981,0.0018984,8.3934,54.5704,Baseline
2030,50,1980,0.0019931,8.6567,55.732,Baseline
2030,51,1979,0.0023125,7.9249,52.4358,Baseline
2030,52,1978,0.0022072,9.1911,58.0092,Baseline
2030,53,1977,0.0025169,8.6526,55.714,Baseline
2030,54,1976,0.002939,7.8595,52.131,Baseline
2030,55,1975,0.0029079,8.7382,56.0861,Baseline
2030,56,1974,0.0030425,9.0262,57.3179,Baseline
2030,57,1973,0.0037246,7.6981,51.3708,Baseline
2030,58,1972,0.0038815,8.002,52.7933,Baseline
2030,59,1971,0.0045195,7.175,48.8334,Baseline
2030,60,1970,0.0047281,7.4751,50.3034,Baseline
2030,61,1969,0.0048557,8.0135,52.846,Baseline
2030,62,1968,0.0051331,8.313,54.2099,Baseline
2030,63,1967,0.0059663,7.6973,51.367,Baseline
2030,64,1966,0.0059745,8.6317,55.6227,Baseline
2030,65,1965,0.0062324,9.1294,57.7514,Baseline
2030,66,1964,0.0067301,9.2209,58.1327,Baseline
2030,67,1963,0.0074356,8.9905,57.1668,Baseline
2030,68,1962,0.0076799,9.3447,58.6441,Baseline
2030,69,1961,0.00862,8.7917,56.3175,Baseline
2030,70,1960,0.0101972,7.68,51.2849,Baseline
2031,20,2011,0.0003826,11.767,71.4036,Baseline
2031,21,2010,0.0004009,11.7788,71.4419,Baseline
2031,22,2009,0.0004121,11.7681,71.4071,Baseline
2031,23,2008,0.0003695,12.8949,74.8558,Baseline
2031,24,2007,0.0004671,10.9956,68.8028,Baseline
2031,25,2006,0.0004324,11.8612,71.7074,Baseline
2031,26,2005,0.0003996,12.7309,74.3786,Baseline
2031,27,2004,0.0003979,12.9193,74.9263,Baseline
2031,28,2003,0.0005012,11.0029,68.8285,Baseline
2031,29,2002,0.0004696,11.6593,71.0525,Baseline
2031,30,2001,0.0005328,10.6006,67.3902,Baseline
2031,31,2000,0.0004446,12.2779,73.017,Baseline
2031,32,1999,0.0005251,10.9235,68.5492,Baseline
2031,33,1998,0.0004979,11.5731,70.7689,Baseline
2031,34,1997,0.0005846,10.3959,66.6359,Baseline
2031,35,1996,0.0005956,10.5574,67.2323,Baseline
2031,36,1995,0.0007304,9.1163,61.5532,Baseline
2031,37,1994,0.0007311,9.5663,63.415,Baseline
2031,38,1993,0.0007436,9.9123,64.7909,Baseline
2031,39,1992,0.0007723,10.1,65.5178,Baseline
2031,40,1991,0.0008112,10.2009,65.9028,Baseline
2031,41,1990,0.000869,10.1284,65.6263,Baseline
2031,42,1989,0.0010743,8.7543,59.9939,Baseline
2031,43,1988,0.0010559,9.4508,62.9451,Baseline
2031,44,1987,0.0013873,7.4923,54.1035,Baseline
2031,45,1986,0.0015718,6.8852,51.001,Baseline
2031,46,1985,0.0015345,7.6754,55.0042,Baseline
2031,47,1984,0.0015842,7.9725,56.4312,Baseline
2031,48,1983,0.0016528,8.2047,57.5179,Baseline
2031,49,1982,0.0018845,7.6545,54.902,Baseline
2031,50,1981,0.0019763,7.9038,56.1047,Baseline
2031,51,1980,0.002304,7.196,52.6123,Baseline
2031,52,1979,0.0021802,8.4242,58.5231,Baseline
2031,53,1978,0.0024939,7.9066,56.1184,Baseline
2031,54,1977,0.0029254,7.1452,52.3522,Baseline
2031,55,1976,0.0028749,8.0048,56.5836,Baseline
2031,56,1975,0.0030011,8.2871,57.898,Baseline
2031,57,1974,0.003706,7.0022,51.6135,Baseline
2031,58,1973,0.0038527,7.3007,53.1441,Baseline
2031,59,1972,0.0045111,6.4987,48.9286,Baseline
2031,60,1971,0.0047006,6.8078,50.5921,Baseline
2031,61,1970,0.0048122,7.3254,53.269,Baseline
2031,62,1969,0.005075,7.6189,54.7278,Baseline
2031,63,1968,0.0059277,7.0154,51.6817,Baseline
2031,64,1967,0.0059006,7.9178,56.1717,Baseline
2031,65,1966,0.0061381,8.395,58.3906,Baseline
2031,66,1965,0.0066232,8.4851,58.798,Baseline
2031,67,1964,0.0073264,8.2649,57.796,Baseline
2031,68,1963,0.0075239,8.6386,59.484,Baseline
2031,69,1962,0.0084604,8.1203,57.126,Baseline
2031,70,1961,0.0100596,7.0656,51.9421,Baseline
2032,20,2012,0.0003803,10.8057,71.5746,Baseline
2032,21,2011,0.0004009,10.768,71.4419,Baseline
2032,22,2010,0.0004121,10.7581,71.4071,Baseline
2032,23,2009,0.0003653,11.8875,75.1449,Baseline
2032,24,2008,0.0004671,10.0481,68.8028,Baseline
2032,25,2007,0.0004321,10.8488,71.7252,Baseline
2032,26,2006,0.0003949,11.7383,74.6781,Baseline
2032,27,2005,0.0003936,11.905,75.1993,Baseline
2032,28,2004,0.0005012,10.0548,68.8285,Baseline
2032,29,2003,0.000467,10.7027,71.2115,Baseline
2032,30,2002,0.0005326,9.6882,67.4023,Baseline
2032,31,2001,0.000438,11.3494,73.4234,Baseline
2032,32,2000,0.000519,10.0765,68.9109,Baseline
2032,33,1999,0.0004907,10.697,71.191,Baseline
2032,34,1998,0.0005781,9.5901,67.0106,Baseline
2032,35,1997,0.0005876,9.756,67.6704,Baseline
2032,36,1996,0.0007259,8.3751,61.7924,Baseline
2032,37,1995,0.0007259,8.795,63.6751,Baseline
2032,38,1994,0.0007343,9.1576,65.2325,Baseline
2032,39,1993,0.0007612,9.3451,66.0137,Baseline
2032,40,1992,0.0007978,9.4559,66.4678,Baseline
2032,41,1991,0.0008549,9.3865,66.1839,Baseline
2032,42,1990,0.0010666,8.0516,60.282,Baseline
2032,43,1989,0.0010422,8.7383,63.426,Baseline
2032,44,1988,0.0013863,6.8413,54.1374,Baseline
2032,45,1987,0.0015718,6.2794,51.001,Baseline
2032,46,1986,0.0015304,7.0252,55.1234,Baseline
2032,47,1985,0.0015714,7.3431,56.7828,Baseline
2032,48,1984,0.0016342,7.583,57.998,Baseline
2032,49,1983,0.0018708,7.0455,55.2312,Baseline
2032,50,1982,0.0019597,7.2831,56.4743,Baseline
2032,51,1981,0.0022954,6.5954,52.7881,Baseline
2032,52,1980,0.0021535,7.7919,59.0308,Baseline
2032,53,1979,0.0024711,7.2918,56.519,Baseline
2032,54,1978,0.0029119,6.5567,52.5723,Baseline
2032,55,1977,0.0028424,7.4003,57.0755,Baseline
2032,56,1976,0.0029603,7.6779,58.4701,Baseline
2032,57,1975,0.0036876,6.429,51.8549,Baseline
2032,58,1974,0.0038241,6.7229,53.4922,Baseline
2032,59,1973,0.0045027,5.9417,49.0235,Baseline
2032,60,1972,0.0046733,6.2582,50.8792,Baseline
2032,61,1971,0.004769,6.7587,53.6881,Baseline
2032,62,1970,0.0050176,7.0471,55.2398,Baseline
2032,63,1969,0.0058893,6.4537,51.9943,Baseline
2032,64,1968,0.0058276,7.3296,56.7138,Baseline
2032,65,1967,0.0060453,7.7898,59.0202,Baseline
2032,66,1966,0.006518,7.8787,59.4527,Baseline
2032,67,1965,0.0072188,7.667,58.416,Baseline
2032,68,1964,0.0073711,8.0568,60.3069,Baseline
2032,69,1963,0.0083038,7.5674,57.9196,Baseline
2032,70,1962,0.0099239,6.5599,52.5904,Baseline
2033,20,2013,0.000378,9.9967,71.7446,Baseline
2033,21,2012,0.0004009,9.9167,71.4419,Baseline
2033,22,2011,0.0004121,9.9076,71.4071,Baseline
2033,23,2010,0.0003611,11.0391,75.4308,Baseline
2033,24,2009,0.0004671,9.2508,68.8028,Baseline
2033,25,2008,0.0004318,9.9963,71.743,Baseline
2033,26,2007,0.0003903,10.9024,74.9741,Baseline
2033,27,2006,0.0003893,11.0507,75.4694,Baseline
2033,28,2005,0.0005012,9.257,68.8285,Baseline
2033,29,2004,0.0004645,9.8977,71.3695,Baseline
2033,30,2003,0.0005324,8.9209,67.4143,Baseline
2033,31,2002,0.0004314,10.5681,73.8236,Baseline
2033,32,2001,0.0005131,9.3644,69.2685,Baseline
2033,33,2000,0.0004837,9.9603,71.607,Baseline
2033,34,1999,0.0005716,8.9131,67.3811,Baseline
2033,35,1998,0.0005798,9.0828,68.1026,Baseline
2033,36,1997,0.0007214,7.7528,62.03,Baseline
2033,37,1996,0.0007207,8.1473,63.9334,Baseline
2033,38,1995,0.0007251,8.5239,65.6684,Baseline
2033,39,1994,0.0007502,8.7111,66.5024,Baseline
2033,40,1993,0.0007846,8.8303,67.0234,Baseline
2033,41,1992,0.0008411,8.7635,66.7324,Baseline
2033,42,1991,0.0010589,7.4619,60.5679,Baseline
2033,43,1990,0.0010287,8.1403,63.9008,Baseline
2033,44,1989,0.0013853,6.2953,54.1714,Baseline
2033,45,1988,0.0015718,5.7715,51.001,Baseline
2033,46,1987,0.0015263,6.4798,55.2424,Baseline
2033,47,1986,0.0015587,6.8153,57.1316,Baseline
2033,48,1985,0.0016157,7.0617,58.4726,Baseline
2033,49,1984,0.0018571,6.5349,55.558,Baseline
2033,50,1983,0.0019432,6.7627,56.8408,Baseline
2033,51,1982,0.0022869,6.0919,52.9633,Baseline
2033,52,1981,0.0021271,7.2617,59.5323,Baseline
2033,53,1980,0.0024486,6.7763,56.916,Baseline
2033,54,1979,0.0028984,6.0633,52.7914,Baseline
2033,55,1978,0.0028102,6.8936,57.5619,Baseline
2033,56,1977,0.0029201,7.1672,59.0345,Baseline
2033,57,1976,0.0036692,5.9487,52.0952,Baseline
2033,58,1975,0.0037957,6.2386,53.8378,Baseline
2033,59,1974,0.0044943,5.475,49.1184,Baseline
2033,60,1973,0.0046461,5.7978,51.1646,Baseline
2033,61,1972,0.0047262,6.2837,54.1035,Baseline
2033,62,1971,0.0049609,6.5679,55.7461,Baseline
2033,63,1970,0.0058512,5.983,52.3049,Baseline
2033,64,1969,0.0057555,6.8366,57.2493,Baseline
2033,65,1968,0.0059538,7.2824,59.6402,Baseline
2033,66,1967,0.0064144,7.3703,60.097,Baseline
2033,67,1966,0.0071127,7.1657,59.0269,Baseline
2033,68,1965,0.0072214,7.5691,61.1131,Baseline
2033,69,1964,0.0081501,7.104,58.6986,Baseline
2033,70,1963,0.00979,6.1364,53.2299,Baseline
2034,20,2014,0.0003758,9.3064,71.9136,Baseline
2034,21,2013,0.0004009,9.1901,71.4419,Baseline
2034,22,2012,0.0004121,9.1816,71.4071,Baseline
2034,23,2011,0.0003569,10.3148,75.7133,Baseline
2034,24,2010,0.0004671,8.5706,68.8028,Baseline
2034,25,2009,0.0004315,9.2686,71.7608,Baseline
2034,26,2008,0.0003858,10.189,75.2666,Baseline
2034,27,2007,0.000385,10.3214,75.7365,Baseline
2034,28,2006,0.0005012,8.5764,68.8285,Baseline
2034,29,2005,0.0004619,9.2109,71.5267,Baseline
2034,30,2004,0.0005322,8.2665,67.4264,Baseline
2034,31,2003,0.0004249,9.9017,74.2179,Baseline
2034,32,2002,0.0005072,8.7575,69.6219,Baseline
2034,33,2001,0.0004767,9.3321,72.017,Baseline
2034,34,2000,0.0005651,8.3363,67.7474,Baseline
2034,35,1999,0.000572,8.5092,68.5291,Baseline
2034,36,1998,0.0007169,7.2229,62.2662,Baseline
2034,37,1997,0.0007156,7.5956,64.1898,Baseline
2034,38,1996,0.000716,7.9842,66.099,Baseline
2034,39,1995,0.0007394,8.1712,66.9841,Baseline
2034,40,1994,0.0007716,8.2976,67.5698,Baseline
2034,41,1993,0.0008274,8.2331,67.272,Baseline
2034,42,1992,0.0010513,6.9599,60.8518,Baseline
2034,43,1991,0.0010154,7.6313,64.3693,Baseline
2034,44,1990,0.0013843,5.8308,54.2053,Baseline
2034,45,1989,0.0015718,5.3396,51.001,Baseline
2034,46,1988,0.0015223,6.0158,55.361,Baseline
2034,47,1987,0.0015461,6.3663,57.4775,Baseline
2034,48,1986,0.0015974,6.6184,58.9419,Baseline
2034,49,1985,0.0018435,6.1007,55.8825,Baseline
2034,50,1984,0.0019268,6.3201,57.2042,Baseline
2034,51,1983,0.0022784,5.6637,53.1378,Baseline
2034,52,1982,0.0021011,6.8107,60.0276,Baseline
2034,53,1981,0.0024262,6.3379,57.3093,Baseline
2034,54,1980,0.002885,5.6439,53.0095,Baseline
2034,55,1979,0.0027783,6.4626,58.0427,Baseline
2034,56,1978,0.0028804,6.7328,59.5912,Baseline
2034,57,1977,0.0036508,5.5403,52.3342,Baseline
2034,58,1976,0.0037675,5.8269,54.1807,Baseline
2034,59,1975,0.0044859,5.0783,49.213,Baseline
2034,60,1974,0.0046191,5.4064,51.4483,Baseline
2034,61,1973,0.0046838,5.88,54.5152,Baseline
2034,62,1972,0.0049048,6.1605,56.2466,Baseline
2034,63,1971,0.0058134,5.583,52.6135,Baseline
2034,64,1970,0.0056843,6.4174,57.7781,Baseline
2034,65,1969,0.0058637,6.8508,60.2509,Baseline
2034,66,1968,0.0063125,6.9379,60.7311,Baseline
2034,67,1967,0.0070082,6.7395,59.6287,Baseline
2034,68,1966,0.0070747,7.1545,61.9029,Baseline
2034,69,1965,0.0079993,6.7101,59.463,Baseline
2034,70,1964,0.009658,5.7765,53.8608,Baseline
2035,20,2015,0.0003735,8.7105,72.0815,Baseline
2035,21,2014,0.0004009,8.5627,71.4419,Baseline
2035,22,2013,0.0004121,8.5547,71.4071,Baseline
2035,23,2012,0.0003528,9.6894,75.9926,Baseline
2035,24,2011,0.0004671,7.9836,68.8028,Baseline
2035,25,2010,0.0004313,8.6401,71.7786,Baseline
2035,26,2009,0.0003813,9.573,75.5558,Baseline
2035,27,2008,0.0003809,9.6915,76.0008,Baseline
2035,28,2007,0.0005012,7.989,68.8285,Baseline
2035,29,2006,0.0004594,8.618,71.683,Baseline
2035,30,2005,0.000532,7.7018,67.4384,Baseline
2035,31,2004,0.0004185,9.3265,74.6061,Baseline
2035,32,2003,0.0005013,8.2341,69.9712,Baseline
2035,33,2002,0.0004698,8.7903,72.4211,Baseline
2035,34,2001,0.0005588,7.839,68.1096,Baseline
2035,35,2000,0.0005644,8.0146,68.9499,Baseline
2035,36,1999,0.0007124,6.7663,62.5009,Baseline
2035,37,1998,0.0007105,7.12,64.4444,Baseline
2035,38,1997,0.000707,7.519,66.5241,Baseline
2035,39,1996,0.0007288,7.7059,67.4589,Baseline
2035,40,1995,0.0007588,7.8385,68.1072,Baseline
2035,41,1994,0.000814,7.776,67.8028,Baseline
2035,42,1993,0.0010437,6.5275,61.1337,Baseline
2035,43,1992,0.0010022,7.1927,64.8318,Baseline
2035,44,1991,0.0013832,5.4308,54.2392,Baseline
2035,45,1990,0.0015718,4.9679,51.001,Baseline
2035,46,1989,0.0015183,5.6162,55.4793,Baseline
2035,47,1988,0.0015337,5.9798,57.8207,Baseline
2035,48,1987,0.0015794,6.2366,59.4058,Baseline
2035,49,1986,0.0018301,5.7269,56.2045,Baseline
2035,50,1985,0.0019106,5.9391,57.5645,Baseline
2035,51,1984,0.00227,5.2952,53.3116,Baseline
2035,52,1983,0.0020754,6.4223,60.5169,Baseline
2035,53,1982,0.0024041,5.9604,57.6991,Baseline
2035,54,1981,0.0028717,5.2829,53.2266,Baseline
2035,55,1980,0.0027468,6.0916,58.5181,Baseline
2035,56,1979,0.0028413,6.3589,60.1404,Baseline
2035,57,1978,0.0036326,5.1888,52.5721,Baseline
2035,58,1977,0.0037395,5.4726,54.5212,Baseline
2035,59,1976,0.0044776,4.7369,49.3075,Baseline
2035,60,1975,0.0045923,5.0696,51.7304,Baseline
2035,61,1974,0.0046418,5.5325,54.9232,Baseline
2035,62,1973,0.0048493,5.8099,56.7414,Baseline
2035,63,1972,0.0057757,5.2387,52.9201,Baseline
2035,64,1971,0.005614,6.0565,58.3004,Baseline
2035,65,1970,0.005775,6.4793,60.8523,Baseline
2035,66,1969,0.0062122,6.5656,61.355,Baseline
2035,67,1968,0.0069053,6.3725,60.2218,Baseline
2035,68,1967,0.0069311,6.7976,62.6766,Baseline
2035,69,1966,0.0078512,6.3711,60.2134,Baseline
2035,70,1965,0.0095277,5.467,54.4833,Baseline
2036,20,2016,0.0003713,8.1909,72.2485,Baseline
2036,21,2015,0.0004009,8.0154,71.4419,Baseline
2036,22,2014,0.0004121,8.0079,71.4071,Baseline
2036,23,2013,0.0003488,9.1438,76.2687,Baseline
2036,24,2012,0.0004671,7.4717,68.8028,Baseline
2036,25,2011,0.000431,8.0919,71.7964,Baseline
2036,26,2010,0.0003768,9.0356,75.8415,Baseline
2036,27,2009,0.0003767,9.1421,76.2621,Baseline
2036,28,2008,0.0005012,7.4768,68.8285,Baseline
2036,29,2007,0.0004568,8.1011,71.8385,Baseline
2036,30,2006,0.0005318,7.2096,67.4505,Baseline
2036,31,2005,0.0004122,8.825,74.9886,Baseline
2036,32,2004,0.0004956,7.7781,70.3165,Baseline
2036,33,2003,0.000463,8.318,72.8193,Baseline
2036,34,2002,0.0005525,7.4058,68.4677,Baseline
2036,35,2001,0.0005568,7.5839,69.365,Baseline
2036,36,2000,0.000708,6.3688,62.7342,Baseline
2036,37,1999,0.0007055,6.706,64.6972,Baseline
2036,38,1998,0.0006982,7.114,66.9439,Baseline
2036,39,1997,0.0007183,7.3008,67.9268,Baseline
2036,40,1996,0.0007462,7.4388,68.6356,Baseline
2036,41,1995,0.0008008,7.3779,68.325,Baseline
2036,42,1994,0.0010362,6.1511,61.4135,Baseline
2036,43,1993,0.0009892,6.8109,65.2883,Baseline
2036,44,1992,0.0013822,5.0828,54.273,Baseline
2036,45,1991,0.0015718,4.6445,51.001,Baseline
2036,46,1990,0.0015142,5.2686,55.5972,Baseline
2036,47,1989,0.0015213,5.6435,58.1611,Baseline
2036,48,1988,0.0015615,5.9046,59.8645,Baseline
2036,49,1987,0.0018167,5.4017,56.5242,Baseline
2036,50,1986,0.0018945,5.6076,57.9218,Baseline
2036,51,1985,0.0022615,4.9746,53.4848,Baseline
2036,52,1984,0.00205,6.0844,61.0001,Baseline
2036,53,1983,0.0023821,5.6321,58.0853,Baseline
2036,54,1982,0.0028584,4.9689,53.4427,Baseline
2036,55,1981,0.0027157,5.769,58.9881,Baseline
2036,56,1980,0.0028026,6.0336,60.6821,Baseline
2036,57,1979,0.0036145,4.8832,52.8087,Baseline
2036,58,1978,0.0037117,5.1644,54.8591,Baseline
2036,59,1977,0.0044693,4.4401,49.4018,Baseline
2036,60,1976,0.0045656,4.7768,52.0108,Baseline
2036,61,1975,0.0046002,5.2303,55.3276,Baseline
2036,62,1974,0.0047945,5.505,57.2307,Baseline
2036,63,1973,0.0057384,4.9393,53.2247,Baseline
2036,64,1972,0.0055446,5.7427,58.8162,Baseline
2036,65,1971,0.0056876,6.1562,61.4446,Baseline
2036,66,1970,0.0061134,6.2418,61.9691,Baseline
2036,67,1969,0.0068038,6.0534,60.8061,Baseline
2036,68,1968,0.0067903,6.4871,63.4347,Baseline
2036,69,1967,0.0077059,6.0764,60.9498,Baseline
2036,70,1966,0.0093992,5.1979,55.0973,Baseline
2037,20,2017,0.0003691,7.7338,72.4145,Baseline
2037,21,2016,0.0004009,7.5338,71.4419,Baseline
2037,22,2015,0.0004121,7.5268,71.4071,Baseline
2037,23,2014,0.0003448,8.6637,76.5416,Baseline
2037,24,2013,0.0004671,7.0216,68.8028,Baseline
2037,25,2012,0.0004307,7.6096,71.8142,Baseline
2037,26,2011,0.0003724,8.5629,76.1239,Baseline
2037,27,2010,0.0003726,8.6585,76.5206,Baseline
2037,28,2009,0.0005012,7.0264,68.8285,Baseline
2037,29,2008,0.0004543,7.6463,71.9931,Baseline
2037,30,2007,0.0005316,6.7768,67.4625,Baseline
2037,31,2006,0.000406,8.3839,75.3652,Baseline
2037,32,2005,0.0004899,7.3771,70.6579,Baseline
2037,33,2004,0.0004563,7.9028,73.2118,Baseline
2037,34,2003,0.0005463,7.0251,68.8218,Baseline
2037,35,2002,0.0005494,7.2053,69.7746,Baseline
2037,36,2001,0.0007036,6.0195,62.9659,Baseline
2037,37,2000,0.0007004,6.3421,64.9482,Baseline
2037,38,1999,0.0006894,6.7582,67.3584,Baseline
2037,39,1998,0.000708,6.9448,68.388,Baseline
2037,40,1997,0.0007338,7.0876,69.1553,Baseline
2037,41,1996,0.0007878,7.0283,68.8388,Baseline
2037,42,1995,0.0010287,5.8206,61.6914,Baseline
2037,43,1994,0.0009763,6.4756,65.7389,Baseline
2037,44,1993,0.0013812,4.7773,54.3069,Baseline
2037,45,1992,0.0015718,4.3606,51.001,Baseline
2037,46,1991,0.0015102,4.9634,55.7149,Baseline
2037,47,1990,0.001509,5.3482,58.4987,Baseline
2037,48,1989,0.0015439,5.613,60.3181,Baseline
2037,49,1988,0.0018035,5.1163,56.8416,Baseline
2037,50,1987,0.0018786,5.3166,58.2761,Baseline
2037,51,1986,0.0022531,4.6932,53.6574,Baseline
2037,52,1985,0.0020249,5.7878,61.4775,Baseline
2037,53,1984,0.0023604,5.3438,58.468,Baseline
2037,54,1983,0.0028452,4.6933,53.6578,Baseline
2037,55,1982,0.002685,5.4857,59.4527,Baseline
2037,56,1981,0.0027646,5.748,61.2164,Baseline
2037,57,1980,0.0035965,4.6149,53.0442,Baseline
2037,58,1979,0.0036841,4.8939,55.1945,Baseline
2037,59,1978,0.004461,4.1796,49.4959,Baseline
2037,60,1977,0.0045391,4.5198,52.2896,Baseline
2037,61,1976,0.0045589,4.9651,55.7283,Baseline
2037,62,1975,0.0047402,5.2374,57.7144,Baseline
2037,63,1974,0.0057013,4.6765,53.5273,Baseline
2037,64,1973,0.005476,5.4672,59.3257,Baseline
2037,65,1972,0.0056016,5.8725,62.0279,Baseline
2037,66,1971,0.0060163,5.9576,62.5734,Baseline
2037,67,1970,0.0067039,5.7732,61.3819,Baseline
2037,68,1969,0.0066524,6.2147,64.1773,Baseline
2037,69,1968,0.0075632,5.8177,61.6727,Baseline
2037,70,1967,0.0092724,4.9618,55.703,Baseline
2038,20,2018,0.0003668,7.3286,72.5794,Baseline
2038,21,2017,0.0004009,7.1068,71.4419,Baseline
2038,22,2016,0.0004121,7.1001,71.4071,Baseline
2038,23,2015,0.0003408,8.2379,76.8114,Baseline
2038,24,2014,0.0004671,6.6225,68.8028,Baseline
2038,25,2013,0.0004305,7.1819,71.8319,Baseline
2038,26,2012,0.000368,8.1437,76.4031,Baseline
2038,27,2011,0.0003685,8.2298,76.7763,Baseline
2038,28,2010,0.0005012,6.6271,68.8285,Baseline
2038,29,2009,0.0004518,7.2432,72.1468,Baseline
2038,30,2008,0.0005314,6.3932,67.4746,Baseline
2038,31,2007,0.0003998,7.993,75.7362,Baseline
2038,32,2006,0.0004842,7.0219,70.9953,Baseline
2038,33,2005,0.0004497,7.5349,73.5986,Baseline
2038,34,2004,0.0005402,6.6879,69.172,Baseline
2038,35,2003,0.000542,6.87,70.1787,Baseline
2038,36,2002,0.0006992,5.7103,63.1963,Baseline
2038,37,2001,0.0006955,6.0199,65.1974,Baseline
2038,38,2000,0.0006808,6.4431,67.7677,Baseline
2038,39,1999,0.0006978,6.6295,68.8426,Baseline
2038,40,1998,0.0007217,6.7766,69.6664,Baseline
2038,41,1997,0.000775,6.7186,69.3442,Baseline
2038,42,1996,0.0010213,5.5279,61.9672,Baseline
2038,43,1995,0.0009637,6.1787,66.1836,Baseline
2038,44,1994,0.0013802,4.5068,54.3407,Baseline
2038,45,1993,0.0015718,4.1095,51.001,Baseline
2038,46,1992,0.0015062,4.6932,55.8323,Baseline
2038,47,1991,0.0014968,5.0869,58.8336,Baseline
2038,48,1990,0.0015265,5.355,60.7665,Baseline
2038,49,1989,0.0017903,4.8637,57.1566,Baseline
2038,50,1988,0.0018627,5.059,58.6274,Baseline
2038,51,1987,0.0022448,4.4442,53.8293,Baseline
2038,52,1986,0.0020001,5.5253,61.949,Baseline
2038,53,1985,0.0023388,5.0888,58.8472,Baseline
2038,54,1984,0.0028321,4.4494,53.8719,Baseline
2038,55,1983,0.0026545,5.235,59.9121,Baseline
2038,56,1982,0.002727,5.4953,61.7435,Baseline
2038,57,1981,0.0035785,4.3776,53.2785,Baseline
2038,58,1980,0.0036567,4.6546,55.5274,Baseline
2038,59,1979,0.0044527,3.9492,49.5898,Baseline
2038,60,1978,0.0045127,4.2925,52.5668,Baseline
2038,61,1977,0.004518,4.7305,56.1254,Baseline
2038,62,1976,0.0046866,5.0006,58.1927,Baseline
2038,63,1975,0.0056644,4.4441,53.828,Baseline
2038,64,1974,0.0054083,5.2235,59.8288,Baseline
2038,65,1973,0.0055168,5.6215,62.6024,Baseline
2038,66,1972,0.0059207,5.7061,63.1681,Baseline
2038,67,1971,0.0066054,5.5253,61.9492,Baseline
2038,68,1970,0.0065173,5.9736,64.9049,Baseline
2038,69,1969,0.0074232,5.5889,62.3821,Baseline
2038,70,1968,0.0091473,4.753,56.3006,Baseline
2039,20,2019,0.0003647,6.9669,72.7434,Baseline
2039,21,2018,0.0004009,6.7255,71.4419,Baseline
2039,22,2017,0.0004121,6.7192,71.4071,Baseline
2039,23,2016,0.0003369,7.8578,77.078,Baseline
2039,24,2015,0.0004671,6.2664,68.8028,Baseline
2039,25,2014,0.0004302,6.8,71.8497,Baseline
2039,26,2013,0.0003637,7.7694,76.6789,Baseline
2039,27,2012,0.0003645,7.8469,77.0292,Baseline
2039,28,2011,0.0005012,6.2707,68.8285,Baseline
2039,29,2010,0.0004494,6.8835,72.2998,Baseline
2039,30,2009,0.0005312,6.051,67.4866,Baseline
2039,31,2008,0.0003938,7.6441,76.1017,Baseline
2039,32,2007,0.0004787,6.7051,71.3289,Baseline
2039,33,2006,0.0004432,7.2066,73.9799,Baseline
2039,34,2005,0.0005341,6.3871,69.5182,Baseline
2039,35,2004,0.0005348,6.5709,70.5774,Baseline
2039,36,2003,0.0006949,5.4346,63.4252,Baseline
2039,37,2002,0.0006905,5.7325,65.4449,Baseline
2039,38,2001,0.0006722,6.1621,68.1719,Baseline
2039,39,2000,0.0006878,6.3484,69.2906,Baseline
2039,40,1999,0.0007097,6.4993,70.1691,Baseline
2039,41,1998,0.0007625,6.4426,69.8415,Baseline
2039,42,1997,0.001014,5.267,62.241,Baseline
2039,43,1996,0.0009512,5.914,66.6225,Baseline
2039,44,1995,0.0013791,4.2658,54.3745,Baseline
2039,45,1994,0.0015718,3.8857,51.001,Baseline
2039,46,1993,0.0015022,4.4524,55.9493,Baseline
2039,47,1992,0.0014848,4.8541,59.1658,Baseline
2039,48,1991,0.0015092,5.1251,61.2098,Baseline
2039,49,1990,0.0017772,4.6387,57.4694,Baseline
2039,50,1989,0.0018471,4.8295,58.9758,Baseline
2039,51,1988,0.0022365,4.2224,54.0006,Baseline
2039,52,1987,0.0019756,5.2913,62.4147,Baseline
2039,53,1986,0.0023175,4.8615,59.2229,Baseline
2039,54,1985,0.002819,4.2322,54.085,Baseline
2039,55,1984,0.0026245,5.0117,60.3663,Baseline
2039,56,1983,0.0026899,5.2702,62.2634,Baseline
2039,57,1982,0.0035607,4.1661,53.5117,Baseline
2039,58,1981,0.0036296,4.4414,55.8578,Baseline
2039,59,1980,0.0044444,3.7439,49.6836,Baseline
2039,60,1979,0.0044865,4.09,52.8424,Baseline
2039,61,1978,0.0044775,4.5215,56.519,Baseline
2039,62,1977,0.0046336,4.7897,58.6655,Baseline
2039,63,1976,0.0056277,4.237,54.1267,Baseline
2039,64,1975,0.0053414,5.0063,60.3257,Baseline
2039,65,1974,0.0054334,5.3978,63.1683,Baseline
2039,66,1973,0.0058266,5.4819,63.7534,Baseline
2039,67,1972,0.0065084,5.3044,62.5082,Baseline
2039,68,1971,0.0063849,5.7588,65.6176,Baseline
2039,69,1970,0.0072858,5.385,63.0784,Baseline
2039,70,1969,0.0090239,4.567,56.8901,Baseline
2040,20,2020,0.0003625,6.6421,72.9064,Baseline
2040,21,2019,0.0004009,6.3831,71.4419,Baseline
